Visual Peripheral - Visual Peripheral,Visual Peripheral - Visual Central,Visual Peripheral - Somato-Motor A,Visual Peripheral - Somato-Motor B,Visual Peripheral - Dorsal Attention A,Visual Peripheral - Dorsal Attention B,Visual Peripheral - Ventral Attention,Visual Peripheral - Salience,Visual Peripheral - Limbic A,Visual Peripheral - Limbic B,Visual Peripheral - Control C,Visual Peripheral - Control A,Visual Peripheral - Control B,Visual Peripheral - Auditory,Visual Peripheral - Default Mode C,Visual Peripheral - Default Mode A,Visual Peripheral - Default Mode B,Visual Central - Visual Central,Visual Central - Somato-Motor A,Visual Central - Somato-Motor B,Visual Central - Dorsal Attention A,Visual Central - Dorsal Attention B,Visual Central - Ventral Attention,Visual Central - Salience,Visual Central - Limbic A,Visual Central - Limbic B,Visual Central - Control C,Visual Central - Control A,Visual Central - Control B,Visual Central - Auditory,Visual Central - Default Mode C,Visual Central - Default Mode A,Visual Central - Default Mode B,Somato-Motor A - Somato-Motor A,Somato-Motor A - Somato-Motor B,Somato-Motor A - Dorsal Attention A,Somato-Motor A - Dorsal Attention B,Somato-Motor A - Ventral Attention,Somato-Motor A - Salience,Somato-Motor A - Limbic A,Somato-Motor A - Limbic B,Somato-Motor A - Control C,Somato-Motor A - Control A,Somato-Motor A - Control B,Somato-Motor A - Auditory,Somato-Motor A - Default Mode C,Somato-Motor A - Default Mode A,Somato-Motor A - Default Mode B,Somato-Motor B - Somato-Motor B,Somato-Motor B - Dorsal Attention A,Somato-Motor B - Dorsal Attention B,Somato-Motor B - Ventral Attention,Somato-Motor B - Salience,Somato-Motor B - Limbic A,Somato-Motor B - Limbic B,Somato-Motor B - Control C,Somato-Motor B - Control A,Somato-Motor B - Control B,Somato-Motor B - Auditory,Somato-Motor B - Default Mode C,Somato-Motor B - Default Mode A,Somato-Motor B - Default Mode B,Dorsal Attention A - Dorsal Attention A,Dorsal Attention A - Dorsal Attention B,Dorsal Attention A - Ventral Attention,Dorsal Attention A - Salience,Dorsal Attention A - Limbic A,Dorsal Attention A - Limbic B,Dorsal Attention A - Control C,Dorsal Attention A - Control A,Dorsal Attention A - Control B,Dorsal Attention A - Auditory,Dorsal Attention A - Default Mode C,Dorsal Attention A - Default Mode A,Dorsal Attention A - Default Mode B,Dorsal Attention B - Dorsal Attention B,Dorsal Attention B - Ventral Attention,Dorsal Attention B - Salience,Dorsal Attention B - Limbic A,Dorsal Attention B - Limbic B,Dorsal Attention B - Control C,Dorsal Attention B - Control A,Dorsal Attention B - Control B,Dorsal Attention B - Auditory,Dorsal Attention B - Default Mode C,Dorsal Attention B - Default Mode A,Dorsal Attention B - Default Mode B,Ventral Attention - Ventral Attention,Ventral Attention - Salience,Ventral Attention - Limbic A,Ventral Attention - Limbic B,Ventral Attention - Control C,Ventral Attention - Control A,Ventral Attention - Control B,Ventral Attention - Auditory,Ventral Attention - Default Mode C,Ventral Attention - Default Mode A,Ventral Attention - Default Mode B,Salience - Salience,Salience - Limbic A,Salience - Limbic B,Salience - Control C,Salience - Control A,Salience - Control B,Salience - Auditory,Salience - Default Mode C,Salience - Default Mode A,Salience - Default Mode B,Limbic A - Limbic A,Limbic A - Limbic B,Limbic A - Control C,Limbic A - Control A,Limbic A - Control B,Limbic A - Auditory,Limbic A - Default Mode C,Limbic A - Default Mode A,Limbic A - Default Mode B,Limbic B - Limbic B,Limbic B - Control C,Limbic B - Control A,Limbic B - Control B,Limbic B - Auditory,Limbic B - Default Mode C,Limbic B - Default Mode A,Limbic B - Default Mode B,Control C - Control C,Control C - Control A,Control C - Control B,Control C - Auditory,Control C - Default Mode C,Control C - Default Mode A,Control C - Default Mode B,Control A - Control A,Control A - Control B,Control A - Auditory,Control A - Default Mode C,Control A - Default Mode A,Control A - Default Mode B,Control B - Control B,Control B - Auditory,Control B - Default Mode C,Control B - Default Mode A,Control B - Default Mode B,Auditory - Auditory,Auditory - Default Mode C,Auditory - Default Mode A,Auditory - Default Mode B,Default Mode C - Default Mode C,Default Mode C - Default Mode A,Default Mode C - Default Mode B,Default Mode A - Default Mode A,Default Mode A - Default Mode B,Default Mode B - Default Mode B
0.310368549,0.235606536,-0.287920183,-0.302109116,0.670215113,0.352433775,0.0538722799,0.193468492,-0.116703252,-0.0458831203,0.0533636144,0.19522846,-0.213233457,-0.315268663,-0.0542126446,-0.345970802,-0.354039942,0.348582457,0.0373074085,0.121950185,0.0294971703,0.10343252,0.178014253,0.0850541934,-0.225108042,-0.170574576,0.185318668,-0.00763585199,-0.316080219,-0.135815882,0.266079929,-0.194340457,-0.42770464,0.376146731,0.876797897,-0.0710941108,0.337444236,0.194348483,-0.569670551,0.258077201,-0.223212251,-0.403039233,-0.470148983,-0.455373651,0.258737013,-0.272972468,-0.208499091,-0.0376138585,0.346304111,0.000619088336,0.42968439,0.403495526,-0.445893813,0.252982096,-0.200956721,-0.339497794,-0.36232433,-0.491169128,0.216491401,-0.262028069,-0.322429127,-0.17071536,0.389097328,0.782304365,0.413876817,0.187782817,0.0788106559,-0.25746371,0.0185878454,0.3295583,-0.394886436,-0.249311229,-0.155762965,-0.638345472,-0.55239445,0.309082073,0.685909131,0.0234961597,0.165839131,-0.316642127,-0.194786776,0.131901546,-0.642740976,-0.0799062631,-0.395560727,-0.78235187,-0.583587376,0.290402094,0.333675789,0.0209972921,-0.230700931,-0.126508579,0.226413284,-0.557768367,0.000804433293,-0.445196435,-0.739581755,-0.528546693,0.243532361,-0.460666719,-0.0716446577,0.152304771,0.590328027,0.246585735,-0.148238511,-0.185776379,-0.343954447,-0.200602234,0.116983953,0.166006097,-0.217690698,-0.267081531,-0.310568246,0.373300953,-0.0201987738,-0.0225678894,0.278208197,0.0947736696,-0.121042581,0.0533858098,0.33220425,0.0773262821,-0.0299421193,0.185692357,0.443117007,0.324479866,0.2730904,0.187911061,-0.405175606,0.622591702,0.324693857,-0.352346751,0.300842635,0.255363833,-0.0477253834,-0.019755486,-0.363116861,-0.265728187,0.369646488,-0.107230579,0.152521069,0.45157336,0.378481168,0.192034123,-0.293032692,-0.0772003757,0.561485955,0.321435385,0.590280325,-0.0930592779,0.359356038,0.481692417,0.339825296
0.215003637,0.181554523,-0.461696997,-0.625161375,0.526674789,-0.320115804,-0.514156752,-0.015334345,0.256261643,0.0808660061,0.0558999545,0.134460649,0.0806838925,0.329637395,-0.324810511,0.235311353,0.301217438,0.160091901,0.287539028,0.307877109,-0.00020359211,-0.0861106643,-0.179162014,-0.453632028,0.268948548,-0.241621062,0.394463976,-0.0228690249,0.156190473,-0.0643559236,0.556356922,-0.102096826,0.0345214283,0.130100765,0.678143014,-0.488460702,0.0350097614,0.0910772274,-0.377010362,0.283845428,-0.323414932,0.121689015,-0.265464132,0.30219247,-0.371627701,0.302873868,-0.269609404,-0.168428743,0.101743489,-0.600620609,0.0946076268,0.398318878,-0.225499575,0.114866947,-0.294005401,-0.0692586229,-0.281905543,0.0696256594,-0.14281784,0.463828183,-0.260146426,-0.13543792,0.100973277,0.407094643,-0.536977666,-0.0511188336,-0.11540068,0.292777983,0.293877117,0.52695843,-0.253228817,-0.099636032,-0.161066309,0.00788218108,-0.129730781,0.124089238,-0.0429467262,-0.265084812,-0.278509412,0.402895329,0.186613484,0.31047621,-0.237268801,-0.515564337,0.04525546,-0.181408066,-0.49398298,0.0734052906,0.289988586,-0.164698993,-0.173406029,-0.424092743,-0.471121676,-0.365194863,0.253507479,0.0499998997,-0.0635003654,-0.388073715,0.0578683972,-0.104140103,-0.162900451,-0.194009726,0.229566271,-0.166080055,0.298251229,-0.399004641,-0.236675612,0.141784844,0.0760079342,-0.517037541,0.185884967,-0.0195471411,0.565069552,0.190659846,-0.126029591,-0.139755732,0.310429258,0.052198981,-0.111973076,0.0479517979,-0.2298241,-0.292905939,-0.238586324,0.266186376,-0.0202367427,0.0936939329,0.472437479,0.320279103,-0.479464153,0.302632098,-0.314207001,-0.143061665,0.125373491,0.269462197,-0.423328542,0.0468190233,-0.466985776,0.070447244,0.117521788,-0.228291496,0.0256055064,-0.126935179,0.371745076,0.152035906,-0.223113437,0.484294674,0.348141049,0.098584336,-0.158090237,-0.145636867,0.0665577345,0.260377755,0.0818011431
0.25382178,0.66556736,0.65197029,-0.47501418,0.84923946,0.71329911,-0.30409014,-0.27519746,0.35187685,0.14929226,0.37356077,-0.19901216,-0.13974859,-0.41483852,0.17564976,0.53400429,-0.26394556,0.16622735,0.49039667,-0.27421166,0.6032268,0.48303072,-0.20308397,-0.03435512,0.39106093,0.11667692,0.48136042,-0.46258668,-0.05152357,-0.19714324,0.09302647,0.53476253,-0.1056487,0.1521226,-0.09858363,0.61525771,0.69688616,-0.14436072,-0.32497499,0.23297991,0.12409695,0.34937211,-0.30584148,-0.06356246,-0.37848358,0.12151295,0.50278283,-0.30418106,0.10648882,-0.63842497,-0.53619525,0.45290745,0.13759392,-0.41999261,0.10114759,-0.34147451,-0.04128275,0.17691791,0.46809655,-0.07394021,-0.3364543,0.09727158,0.2418245,0.85614893,-0.30911169,-0.1727741,0.47840179,0.129254,0.49715114,-0.08633281,-0.10704055,-0.45381004,0.14707842,0.54061893,-0.24235084,0.17296539,-0.3146415,-0.26648268,0.39844984,0.0023496,0.38434803,-0.14770334,-0.10585022,-0.47592981,0.02060032,0.5297209,-0.17861471,0.06545125,0.62547737,-0.48052954,-0.03963678,0.16339725,0.47816271,0.25941219,0.08087599,-0.03466295,-0.55258536,-0.38851842,0.08089594,-0.10936218,0.03831861,0.39605927,0.45806133,0.50458627,0.17794678,-0.18174583,-0.30036671,-0.08892701,0.06064813,0.27318412,0.14258394,-0.3801979,-0.03063307,0.13942349,-0.15996371,0.59592595,0.49479098,0.04108588,-0.01373307,-0.19969065,0.26732049,0.294367,-0.32955624,0.12450159,0.168948,0.0883941,0.06793662,0.32520512,-0.3751054,0.16683649,0.38494947,-0.4534943,0.09655127,0.20675283,-0.13714343,0.10876495,-0.54432702,-0.34344091,0.08436732,0.23473884,-0.21087111,0.07735221,0.09635793,0.13779391,-0.20422941,-0.13380425,0.63202087,0.08121813,0.07092644,-0.22733333,0.100867,0.25157217,0.10031066
0.28420549,0.58522303,-0.19092272,-0.03810708,0.29572639,-0.04797552,0.27222446,-0.0342926,-0.08486712,-0.18919039,0.03067229,-0.34746899,-0.41137296,-0.10836666,-0.15641869,-0.29048411,-0.32073816,0.3879939,0.3091876,0.40308747,0.6063306,0.36353346,0.42255757,-0.0649103,-0.0550381,-0.17241068,-0.17426786,-0.18400733,-0.47001891,0.13656366,0.02640212,-0.40018823,-0.40532107,0.31320049,0.83166673,0.50910046,0.63544534,0.25444676,-0.08875762,-0.0196913,-0.1782873,-0.56792959,-0.03680568,-0.35781974,0.42316508,0.01782345,-0.36103083,-0.08671996,0.21864339,0.54086288,0.62090937,0.33798178,-0.11918444,-0.10929035,-0.144918,-0.60567028,-0.11043555,-0.41279784,0.33877066,-0.0266184,-0.3654454,-0.17831032,0.24147483,0.67850516,0.54113596,0.10860313,-0.07729963,-0.29456177,-0.4433897,0.03020111,-0.43799223,0.27132098,-0.20251926,-0.53450285,-0.27503274,0.25288754,0.68412322,0.31815869,-0.22184078,-0.2747133,-0.55873925,0.23240362,-0.39332523,0.32847096,-0.31973189,-0.66448889,-0.25639202,0.27492485,0.57245554,-0.23576875,-0.30463554,-0.3053925,0.0708801,-0.49853993,0.07192112,-0.42276586,-0.77023565,-0.42242968,0.25946727,-0.24230442,-0.3192063,-0.11601584,0.2609838,-0.06731383,0.06071549,-0.52556143,-0.59163741,-0.06160112,0.08522043,0.254491,-0.10396719,-0.27059361,-0.06990457,0.3374928,0.07661125,0.31594229,0.46896638,0.08159599,0.09750788,-0.2128546,0.01474799,-0.05023533,0.13235362,0.45143621,0.31090306,0.28879726,0.08806699,0.35781358,-0.48260569,0.32598431,0.41673978,-0.26525096,0.32351372,0.59076538,-0.21996042,-0.19045357,-0.2752422,-0.24707739,0.29176025,-0.25481843,0.01378508,0.28865431,0.19343621,0.22618897,-0.21888737,-0.15953401,0.44145102,0.3221411,0.54532785,-0.13520829,0.2924486,0.34815106,0.29699439
0.19597456,0.36164875,0.02856469,-0.00476835,0.46023822,-0.20088849,0.03277368,0.04232123,0.04823152,-0.15452509,-0.15383909,-0.04458506,-0.18658836,0.13293881,-0.4479547,-0.46985878,0.00261444,0.1830285,-0.20678601,0.19121487,0.29359238,-0.13468326,0.29105207,0.3827529,-0.32162476,0.27702935,0.00381671,0.05083702,-0.25109845,0.40988988,0.05298143,-0.2987028,-0.42512028,0.13249037,0.61796505,0.24930787,0.42189432,0.0100921,-0.37210288,0.25041077,-0.06652968,-0.29107984,0.02859992,-0.15994761,0.14826391,0.04788977,-0.01820706,-0.0664052,0.1669489,0.39948654,0.42027778,0.13062369,-0.03039284,-0.14722643,0.32043203,-0.15870298,0.10800492,-0.24186047,0.4559255,0.33428091,-0.03020908,-0.46275869,0.18862991,0.53923478,0.30998887,0.16197004,0.15856746,0.0816631,-0.20246698,0.47173516,-0.41244562,0.4257924,-0.0074457,-0.57579724,-0.40273423,0.15543504,0.51207139,0.18626373,0.23668523,-0.04371541,-0.23292217,0.43775274,-0.42467538,0.31929488,0.05491836,-0.39005689,-0.38983144,0.15612455,0.53970221,-0.01032689,0.12156904,-0.18252988,0.23126619,-0.59591224,0.39889465,-0.23885884,-0.68093356,-0.60388456,0.16716374,-0.34110115,0.16739161,0.0313912,0.15528175,-0.24191924,0.35824699,-0.19494176,-0.51087716,-0.36818825,0.08545322,-0.31314848,-0.38700276,0.06760317,-0.20956621,0.11310819,-0.09583321,-0.11049239,0.36693298,0.0883101,-0.0533148,-0.00206764,-0.17015012,0.24992251,0.35264965,0.05514956,-0.38429321,0.16503934,-0.17531615,0.16162451,-0.24535387,0.28160471,0.34544834,-0.11065183,0.17804297,0.13818342,0.09158932,-0.12749594,-0.51482589,-0.38808116,0.19861435,-0.45009182,-0.1246071,0.37882064,0.30601289,0.15025367,0.12753391,-0.33723528,-0.29601248,0.18026757,0.54196174,-0.17725413,0.22958106,0.42627225,0.23081997
0.17225165,0.32333858,-0.03615873,0.14588066,0.17575347,-0.20000654,0.19622445,0.13982745,-0.303638,-0.19237407,0.22138921,0.01482779,-0.00486338,0.07750353,-0.31449848,-0.20417892,-0.18957375,0.14496206,0.08974397,0.206497,-0.03256332,0.04695247,0.26189493,0.02398618,-0.24454258,-0.37917962,0.24237153,0.22564502,-0.09685722,0.18012754,-0.09792003,-0.21301418,-0.30755484,0.09365151,0.46952286,0.15137941,0.26174745,0.22246575,-0.24181476,0.10344461,-0.16752424,-0.18949899,-0.14797064,-0.43769226,0.28051392,-0.01130472,-0.19478125,0.04051719,0.10589553,0.24748664,0.08965617,0.31532777,-0.13615094,-0.24709063,-0.17699826,-0.17259552,0.05429791,-0.20700118,0.35070898,-0.26461263,-0.41603086,-0.15656539,0.14642335,0.51669228,0.4181445,-0.0656912,-0.10363933,-0.16292654,-0.11901147,0.3954631,-0.28614449,0.04478656,-0.23912751,-0.3913107,-0.25575235,0.17685012,0.47289136,0.13813358,0.00299042,-0.05685467,-0.24410395,0.25484161,-0.27006676,0.06750564,-0.18176733,-0.32402265,-0.14299277,0.12222746,0.43085704,-0.14274459,-0.2199901,-0.09001174,0.44396657,-0.2020942,0.2979382,-0.45875002,-0.6990805,-0.41257988,0.1490466,-0.08632514,-0.00458666,0.09643457,0.37180063,0.42040332,0.13015295,-0.2854756,-0.44514195,-0.21073439,0.0786256,0.27269397,-0.31896252,-0.27008692,-0.11566477,-0.10266264,0.24781347,0.18321906,0.31925368,0.10054914,-0.28698534,-0.38892092,0.04011709,-0.18783119,0.26447938,0.25101415,0.23835489,0.14105219,0.0854414,0.22182698,-0.07796925,0.20306722,0.21746257,-0.27787463,0.21391509,0.34425118,0.05396698,-0.33642991,-0.62004945,-0.47325848,0.1651735,-0.19668025,-0.01310374,-0.08358825,-0.14485373,0.1486762,-0.21228871,-0.43973898,0.33168535,0.17324005,0.51903499,0.07730224,0.17092268,0.28594085,0.16507326
0.353176052,0.494774659,-0.0532624509,-0.050224394,0.493777466,-0.091595782,0.000141550559,0.0104120449,0.0109744717,-0.237315283,-0.309450803,0.0230145079,-0.134612792,0.0775959577,-0.365555106,-0.264455481,0.0581038235,0.368548955,0.111085617,0.0676732654,0.253100968,0.128947319,0.264923363,0.202801307,-0.126866676,-0.378454528,-0.299934666,-0.0668452104,-0.305537318,-0.0775323828,-0.212888353,-0.391550988,-0.235892677,0.27920723,0.37629402,0.139839844,0.555619335,0.320565866,-0.0529484224,-0.160485349,-0.303474586,-0.392262162,-0.0505377488,-0.38990244,-0.0528294803,-0.217750761,-0.285108153,-0.217117376,0.349219234,-0.163015841,0.0574347881,0.443430297,0.110409973,-0.154600582,-0.351954327,-0.133654577,-0.113036426,-0.262347846,0.0969267998,-0.283382311,-0.328371544,-0.296247801,0.394718549,0.518328944,0.113162483,0.0673740684,-0.134651342,-0.240741389,-0.304978368,0.420564643,-0.273911758,-0.204596331,-0.185077289,-0.445224945,-0.24042906,0.440028158,0.583819465,0.295866486,-0.319809882,-0.409979766,-0.322083036,0.0933392037,-0.491587751,-0.251209591,-0.142469851,-0.50553185,-0.410846143,0.388842357,0.670659238,-0.320781758,-0.566963176,-0.088109531,-0.102461616,-0.487059499,0.108494892,-0.488049431,-0.702862141,-0.415125578,0.31381232,-0.442243421,-0.332674615,0.209527459,0.142806669,0.0462214105,0.110729788,-0.410504796,-0.686360193,-0.427829318,0.099046147,0.272339377,-0.175258336,-0.198992436,-0.0967844258,0.250909707,0.11610356,0.323630225,0.57301245,0.111154228,0.0398061352,0.287589371,0.564079316,-0.000621053014,0.186784736,0.401014822,0.3534324,0.356930621,-0.021362005,0.316585627,-0.0365256397,0.317897046,0.326140342,-0.149581599,0.377392308,0.491802921,-0.258986736,-0.115458279,-0.34358734,-0.408910234,0.35580844,-0.0486284669,0.109042514,0.217746304,0.0422991964,0.276628314,-0.441101262,-0.0834532924,0.531530574,0.368198062,0.622977488,-0.0101561574,0.41661764,0.451003387,0.317909928
0.45939308,0.71083822,0.39148172,0.45360534,0.53695909,0.3188583,0.34826849,-0.26686694,0.2401276,-0.44884935,-0.38441271,-0.55372493,-0.65379975,0.49564145,-0.08593894,-0.54886688,-0.51094242,0.47886038,0.6649224,0.74689547,0.48709975,0.51551555,0.52688533,-0.38819136,0.16542478,-0.59157315,-0.36203718,-0.56563149,-0.75234927,0.57361798,0.09724492,-0.64341225,-0.68516492,0.4784842,0.92659571,0.41070477,0.73160112,0.48054555,-0.47205486,0.13579256,-0.4998658,-0.64462276,-0.57745978,-0.76383957,0.62356379,0.05086528,-0.56438879,-0.54587684,0.41259248,0.42682648,0.72177469,0.60473023,-0.37525115,0.19231183,-0.52632704,-0.58432785,-0.60205455,-0.79429771,0.73314285,0.00527485,-0.6252533,-0.60398749,0.37266383,0.69334089,0.27860258,-0.39989693,0.13925113,-0.37070889,-0.32185627,-0.05912921,-0.52088778,0.48189215,0.18821381,-0.57915753,-0.60277688,0.30789238,0.61477875,-0.25096886,0.11919856,-0.54114669,-0.47947468,-0.26584793,-0.68569929,0.66064645,0.12390165,-0.66017073,-0.67017616,0.23401255,0.21594654,0.11055883,-0.53514096,-0.2949747,-0.350496,-0.70171771,0.58887347,-0.10467648,-0.75356939,-0.61826138,0.24299533,-0.17531206,0.00430196,0.31962392,0.25263846,0.31361223,-0.10150901,-0.38555179,0.0110465,0.1942793,0.07520663,-0.07890919,-0.19851638,-0.1133878,-0.24333858,0.26443894,0.06606314,-0.13492064,-0.15718512,0.11436939,0.28669953,0.35140992,0.53506689,-0.53682947,0.17793965,0.6383846,0.57058235,0.32214811,0.44274893,0.61768016,-0.48800392,0.10017921,0.46580043,0.23853116,0.38276988,0.66479345,-0.46197075,0.09926026,0.25978412,0.17460255,0.47993307,-0.70528843,-0.14040748,0.68665244,0.63551386,0.2478002,-0.05677351,-0.60238842,-0.48988755,0.22588345,0.24738474,-0.12580688,0.35616746,0.76307086,0.2683711
0.361333868,0.746768739,-0.0532737409,-0.00226911668,0.58535871,0.140288651,0.194741619,-0.0541199379,-0.105719419,0.0324052837,-0.318384193,-0.273660758,-0.544713888,-0.102790585,-0.232921112,-0.405761716,-0.332264829,0.473421569,-0.0867707905,-0.0285832386,0.404063122,0.0820580325,0.24049037,-0.0106019529,-0.0796580376,-0.02228092,-0.233186319,-0.263712433,-0.489307531,-0.0464079645,-0.0957734285,-0.355888435,-0.347620222,0.325460023,0.794276981,-0.256515592,0.0955803549,-0.111063855,-0.512328778,0.0287337179,0.0370215359,-0.621645549,-0.252833712,-0.191929359,0.351616083,-0.0726117874,0.00113586465,0.183071279,0.327843099,-0.226843053,0.0919224661,0.015821128,-0.458441286,-0.0685937264,0.0139813381,-0.582374924,-0.284501566,-0.233327752,0.36708652,-0.0858652989,-0.0373268872,0.0745919891,0.396250993,0.609053078,0.332551183,0.106579918,-0.135123545,-0.0453635011,-0.0119149746,0.25593009,-0.435481891,-0.285257886,0.000216257932,-0.494843441,-0.565637052,0.379144883,0.659751028,0.189794648,-0.197869809,-0.317223359,-0.193558718,0.245848605,-0.491400096,-0.203242397,-0.0779101877,-0.623576786,-0.660624872,0.345383487,0.595727711,-0.315679673,-0.459486136,-0.0129255219,-0.0683837441,-0.624150667,-0.118816841,-0.357519997,-0.754545733,-0.749591708,0.270191146,-0.328764232,-0.447325682,0.382630846,0.12622555,-0.0508507263,-0.165872309,-0.40406783,-0.470847883,-0.314749263,0.0921293721,0.180583271,-0.0642225633,-0.00587119016,0.0955862786,0.378340341,0.385802799,0.378607028,0.358772793,0.0938403045,-0.00158582808,-0.0572605209,0.21191797,-0.027419262,0.325917906,0.508119946,0.301169302,0.325471314,0.20498355,0.391482343,-0.294835366,0.238504155,0.318016006,-0.084635398,0.36909856,0.462514611,-0.16715643,0.134030406,-0.113250336,-0.111647785,0.345461718,-0.000177926751,0.155761407,0.56976511,0.556832191,0.278152549,-0.0570660958,0.100672778,0.419138082,0.316894688,0.619652546,0.114869661,0.388609251,0.645993903,0.379702226
0.38235821,0.56803923,0.21837305,0.25237934,0.63662215,0.26214707,0.28894824,0.05625108,-0.11504874,-0.38087318,-0.45526866,-0.05252582,-0.44983008,0.08763304,-0.37587287,-0.4676822,-0.30276107,0.37581297,0.18153779,0.20088386,0.38476092,0.20671356,0.24466093,-0.04284966,-0.10304427,-0.2721664,-0.10427134,-0.0326883,-0.40680716,0.06715051,-0.14766054,-0.31999887,-0.29614688,0.23718004,0.48455838,0.16968957,0.12408205,-0.07676401,-0.4445405,0.13186559,0.03301303,-0.14976322,-0.1481532,-0.23959016,0.04276775,0.00866139,0.03124562,-0.01031387,0.25453756,0.1330038,0.22064313,0.30544312,-0.00748848,-0.16885273,-0.0253977,-0.31651934,-0.06772106,-0.26487555,0.13909441,-0.33896493,-0.36169782,-0.22424287,0.34948594,0.60904155,0.32098123,0.13983024,-0.08545162,-0.32349547,-0.27669413,0.42951895,-0.39902912,0.02265474,-0.23549753,-0.47162621,-0.52158064,0.33418934,0.71692923,0.45311601,-0.31329987,-0.39376728,-0.23670491,0.50290585,-0.40038639,-0.19031992,-0.34949378,-0.67968901,-0.70536829,0.36058389,0.74658093,-0.55040054,-0.47241578,-0.24545081,0.31049732,-0.40250084,-0.00190932,-0.57502648,-0.82893992,-0.67456752,0.31078653,-0.56737258,-0.43511011,-0.14699079,0.33255148,-0.03358126,0.01866126,-0.56328675,-0.73186035,-0.48137662,0.10453988,0.4443108,-0.10590069,-0.13214957,-0.06978359,0.24480703,0.50309315,0.51233336,0.44076073,0.12218957,0.02399188,-0.06001218,0.20847587,0.11622072,0.33160756,0.54846498,0.49838274,0.34495818,-0.06101714,0.36488069,-0.11960978,0.37625226,0.42828821,0.04663707,0.31750439,0.22560955,-0.13701892,-0.12379035,-0.38668326,-0.52143408,0.36801565,-0.27588277,0.04120068,0.28289972,0.26310013,0.24937371,0.02576435,0.0328518,0.28667928,0.32330206,0.70674043,0.21962442,0.47721671,0.66790598,0.4035522
0.402401047,0.508151106,-0.00235040576,0.0222518338,0.478162553,0.131766384,-0.366168252,-0.207899883,0.167084008,-0.000267642649,-0.340766526,-0.000406255801,-0.289006123,0.0109431224,-0.09364138,-0.312473172,0.0794240489,0.418488064,-0.254198213,-0.29910351,0.314399559,0.0635820243,-0.131485154,0.0307916839,-0.0292185358,-0.107611971,-0.137966729,-0.041914092,-0.361391473,0.0622943526,-0.0896117101,-0.322577712,-0.091050343,0.288876931,0.861183481,-0.00886402261,0.267763025,0.0196530766,-0.465035683,0.138646872,0.213241028,-0.430767968,-0.304629837,-0.448528033,0.308847025,0.069749685,-0.221959456,-0.0701633394,0.306321471,-0.10422491,0.201383281,-0.0341488615,-0.493333148,0.274583479,0.245229199,-0.426121523,-0.333702736,-0.348442624,0.412438731,-0.025788114,-0.163726283,0.0469965479,0.396060897,0.502080321,-0.0249342975,0.179449874,0.00786496607,-0.134971224,-0.152287549,0.431037762,-0.329429968,-0.0362382009,0.0193853105,-0.602664774,-0.255978351,0.296901473,0.201697499,-0.0937118372,-0.0454086177,-0.00200259317,-0.398750659,0.147649086,-0.423060031,0.102664796,-0.114449553,-0.503629797,-0.291769482,0.24572433,0.597531814,-0.128410539,-0.134332296,0.139874497,-0.301477273,-0.324404246,-0.0326940254,-0.232861724,-0.227603884,-0.352691408,0.257357047,-0.123195435,-0.120346735,0.290506445,0.175501628,0.0734756843,-0.130978312,-0.0292725405,-0.273111937,-0.404444523,0.0976346478,0.164461781,-0.367059626,-0.136897518,-0.274207945,0.466103541,0.173791153,-0.124009735,0.290173907,0.0849218286,-0.115032117,-0.0212002449,-0.0274339529,0.243315528,0.194115165,0.0153634486,0.0184008683,0.299829035,-0.00191057966,0.2967021,-0.534691399,0.179399343,0.5896744,-0.07316543,0.279252459,0.494534569,-0.157523501,0.130650063,-0.229720377,-0.176690715,0.287098171,-0.292897107,0.00856383069,0.410552492,0.114459972,0.270068213,-0.201326073,-0.394882681,0.315758317,0.196529296,0.2839041,-0.13101403,0.268204577,0.264789982,0.20372969
